Unnamed: 0,incident_county,incident_acres_burned,incident_longitude,incident_latitude,incident_url,incident_dateonly_extinguished,incident_dateonly_created,geometry,index,Air max,Bulb wet,County,Date,ETo,Evap,Precip,RH max,Soil max,Solar,Wind dir,Wx,dry,Air min,Soil min,RH min,obs,speed,type
937,San Luis Obispo,25,-120.64028,35.71859,https://www.fire.ca.gov/incidents/2018/5/29/vineyard-fire/,2019-01-04,2018-05-29,POINT (-120.64028 35.71859),1974,77.57142857142857,,San Luis Obispo,2018-05-29,0.17500000000000002,,0.0071428571428571435,97.5,68.0,566.0,0.0,,,52.14285714285714,65.25,59.0,,0.0,
938,Alameda,484,-121.57918,37.75375,https://www.fire.ca.gov/incidents/2018/5/30/grant-fire/,2019-01-04,2018-05-30,POINT (-121.57918 37.75375),1975,65.5,,Alameda,2018-05-30,0.19,,0.0,80.0,69.0,605.5,0.0,,,52.25,66.5,56.0,,0.0,
939,Yolo,14,-122.01762,38.64953,https://www.fire.ca.gov/incidents/2018/6/1/madison-fire/,2019-01-04,2018-06-01,POINT (-122.01762 38.64953),1977,86.0,,Yolo,2018-06-01,0.275,0.24,0.0,87.66666666666669,71.8,715.1666666666665,0.0,,,48.625,67.0,23.33333333333333,65.0,2.0,
940,Glenn,127,-122.65582,39.46543,https://www.fire.ca.gov/incidents/2018/6/1/open-fire/,2019-01-04,2018-06-01,POINT (-122.65582 39.46543),1977,85.66666666666667,,Glenn,2018-06-01,,,0.0033333333333333327,,,,,,,56.0,,,,,
941,Tehama,23,-122.29388,40.201826,https://www.fire.ca.gov/incidents/2018/6/1/plymire-fire/,2019-01-04,2018-06-01,POINT (-122.29388 40.201826),1977,80.0,,Tehama,2018-06-01,0.28,,0.02333333333333333,86.0,68.0,746.0,,,,50.33333333333334,66.0,23.0,,,
942,Contra Costa,23,-121.86473,37.99113,https://www.fire.ca.gov/incidents/2018/6/2/glen-fire/,2019-01-04,2018-06-02,POINT (-121.86473 37.99113),1978,90.8,,Contra Costa,2018-06-02,0.2733333333333334,,0.02,89.66666666666669,72.66666666666667,742.6666666666665,0.0,,,51.6,64.66666666666667,22.33333333333333,,0.0,
943,Orange,175,-117.72044,33.551320000000004,https://www.fire.ca.gov/incidents/2018/6/2/aliso-fire/,2019-01-04,2018-06-02,POINT (-117.72044 33.55132),1978,80.0,,Orange,2018-06-02,0.18,,0.0,89.0,68.0,560.0,0.0,,,53.0,66.0,36.0,,0.0,
944,Riverside,10,-117.22215,33.450140000000005,https://www.fire.ca.gov/incidents/2018/6/2/jardin-fire/,2019-01-04,2018-06-02,POINT (-117.22215 33.45014),1978,96.53846153846152,,Riverside,2018-06-02,0.2785714285714286,,0.0,74.75,75.22222222222223,704.0,0.0,,,60.53846153846154,70.55555555555556,21.875,74.0,0.4444444444444444,
945,Fresno,13,-120.55324,36.10499,https://www.fire.ca.gov/incidents/2018/6/2/coldwell-fire/,2019-01-04,2018-06-02,POINT (-120.55324 36.10499),1978,93.5,,Fresno,2018-06-02,0.28750000000000003,,0.0,66.1111111111111,74.5,737.625,0.0,,,55.0,69.375,22.875,,0.0,
946,Tehama,10,-122.3307,39.80827,https://www.fire.ca.gov/incidents/2018/6/3/black-fire/,2019-01-04,2018-06-03,POINT (-122.3307 39.80827),1979,83.33333333333333,,Tehama,2018-06-03,0.3,,0.02,88.0,70.0,730.0,,,,52.66666666666666,68.0,34.0,,,
947,Riverside,11,-117.31468,33.47413,https://www.fire.ca.gov/incidents/2018/6/3/grande-fire/,2019-01-04,2018-06-03,POINT (-117.31468 33.47413),1979,99.0,,Riverside,2018-06-03,0.2885714285714286,,0.0,69.625,76.22222222222223,638.0,0.0,,,63.30769230769231,71.55555555555556,20.375,58.0,0.0,
948,Riverside,17,-117.28189,33.742,https://www.fire.ca.gov/incidents/2018/6/3/ethanac-fire/,2019-01-04,2018-06-03,POINT (-117.28189 33.742),1979,99.0,,Riverside,2018-06-03,0.2885714285714286,,0.0,69.625,76.22222222222223,638.0,0.0,,,63.30769230769231,71.55555555555556,20.375,58.0,0.0,
949,San Benito,35,-121.36446,36.83036,https://www.fire.ca.gov/incidents/2018/6/3/fairview-fire/,2019-01-04,2018-06-03,POINT (-121.36446 36.83036),1979,88.66666666666669,,San Benito,2018-06-03,0.28,,0.03333333333333333,87.0,71.5,742.5,0.0,,,51.33333333333334,67.5,32.5,,0.0,
950,San Luis Obispo,12,-120.91793,35.75737,https://www.fire.ca.gov/incidents/2018/6/3/resort-fire/,2019-01-04,2018-06-03,POINT (-120.91793 35.75737),1979,77.85714285714286,,San Luis Obispo,2018-06-03,0.225,,0.002857142857142857,96.0,68.25,693.5,0.0,,,49.28571428571429,65.75,50.66666666666666,,0.0,
951,Siskiyou,37,-122.33769,41.58233,https://www.fire.ca.gov/incidents/2018/6/3/martin-fire/,2019-01-04,2018-06-03,POINT (-122.33769 41.58233),1979,78.2,,Siskiyou,2018-06-03,0.2,,0.034,87.0,65.0,566.0,0.0,,,42.8,62.0,36.0,,0.0,
952,San Diego,38,-117.06782,32.78031,https://www.fire.ca.gov/incidents/2018/6/3/adobe-fire/,2019-01-04,2018-06-03,POINT (-117.06782 32.78031),1979,79.85714285714286,,San Diego,2018-06-03,0.224,,0.0014285714285714286,95.2,73.0,713.8333333333335,0.0,,,57.28571428571429,69.0,62.8,,0.0,
953,San Diego,10,-116.92404,32.75072,https://www.fire.ca.gov/incidents/2018/6/3/green-fire/,2019-01-04,2018-06-03,POINT (-116.92404 32.75072),1979,79.85714285714286,,San Diego,2018-06-03,0.224,,0.0014285714285714286,95.2,73.0,713.8333333333335,0.0,,,57.28571428571429,69.0,62.8,,0.0,
954,Los Angeles,1352,-118.31138,34.5486,https://www.fire.ca.gov/incidents/2018/6/4/stone-fire/,2019-01-04,2018-06-04,POINT (-118.31138 34.5486),1980,81.28571428571429,,Los Angeles,2018-06-04,0.235,,0.0,90.33333333333331,70.33333333333333,666.0,0.0,,,57.42857142857143,68.5,49.5,,0.0,
955,Siskiyou,12,-122.98442,41.64805,https://www.fire.ca.gov/incidents/2018/6/4/meamber-fire/,2019-01-04,2018-06-04,POINT (-122.98442 41.64805),1980,73.6,,Siskiyou,2018-06-04,0.25,,0.028000000000000004,88.0,65.0,700.0,0.0,,,42.0,62.0,33.0,,0.0,
956,San Benito,1314,-120.99322,36.40755,https://www.fire.ca.gov/incidents/2018/6/4/airline-fire/,2019-01-04,2018-06-04,POINT (-120.99322 36.40755),1980,84.0,,San Benito,2018-06-04,0.26,,0.01,89.0,72.5,744.0,0.0,,,49.0,68.0,34.0,,0.0,
957,San Benito,513,-120.901167,36.37833300000001,https://www.fire.ca.gov/incidents/2018/6/4/eastern-fire/,2019-01-04,2018-06-04,POINT (-120.901167 36.378333),1980,84.0,,San Benito,2018-06-04,0.26,,0.01,89.0,72.5,744.0,0.0,,,49.0,68.0,34.0,,0.0,
959,San Benito,64,-121.03253,36.64832,https://www.fire.ca.gov/incidents/2018/6/4/panoche-fire/,2019-01-04,2018-06-04,POINT (-121.03253 36.64832),1980,84.0,,San Benito,2018-06-04,0.26,,0.01,89.0,72.5,744.0,0.0,,,49.0,68.0,34.0,,0.0,
958,Madera,300,-119.623981,37.10181,https://www.fire.ca.gov/incidents/2018/6/4/oneals-fire/,2019-01-04,2018-06-04,POINT (-119.623981 37.10181),1980,90.5,,Madera,2018-06-04,,,0.0,,,,,,,57.0,,,,,
960,Sonoma,10,-122.44408,38.245151,https://www.fire.ca.gov/incidents/2018/6/5/pallet-fire/,2019-01-04,2018-06-05,POINT (-122.44408 38.245151),1981,78.125,,Sonoma,2018-06-05,0.23,,0.01875,95.5,71.5,725.0,0.0,,,44.875,64.5,41.25,,0.0,
961,San Diego,12,-117.22974,33.40769,https://www.fire.ca.gov/incidents/2018/6/5/vista-fire/,2019-01-04,2018-06-05,POINT (-117.22974 33.40769),1981,73.0,,San Diego,2018-06-05,0.17,,0.012857142857142859,89.6,73.4,585.1666666666666,0.0,,,59.57142857142857,70.2,65.2,,0.0,
962,San Diego,265,-116.46674,32.63046,https://www.fire.ca.gov/incidents/2018/6/6/recycle-fire/,2019-01-04,2018-06-06,POINT (-116.46674 32.63046),1982,74.71428571428571,,San Diego,2018-06-06,0.204,,0.0,89.0,73.0,668.6666666666666,0.0,,,56.42857142857143,70.2,62.8,,0.0,
963,San Joaquin,62,-121.09199,38.24033,https://www.fire.ca.gov/incidents/2018/6/11/liberty-fire/,2019-01-04,2018-06-11,POINT (-121.09199 38.24033),1987,88.375,,San Joaquin,2018-06-11,0.265,,0.0,100.0,63.0,695.25,0.0,,,53.0,62.0,36.0,,0.0,
964,Merced,200,-120.24315,37.33924,https://www.fire.ca.gov/incidents/2018/6/7/bear-fire/,2019-01-04,2018-06-07,POINT (-120.24315 37.33924),1983,83.66666666666667,,Merced,2018-06-07,0.26,,0.0,88.33333333333331,73.0,701.6666666666665,0.0,,,47.0,68.33333333333333,31.33333333333333,,0.0,
965,Tehama,2956,-122.3571,39.94355,https://www.fire.ca.gov/incidents/2018/6/9/apple-fire/,2019-01-04,2018-06-09,POINT (-122.3571 39.94355),1985,77.33333333333333,,Tehama,2018-06-09,0.28,,0.013333333333333334,72.0,72.0,654.0,,,,50.66666666666666,68.0,25.0,,,
966,Glenn,2290,-122.58218,39.64978,https://www.fire.ca.gov/incidents/2018/6/9/chrome-fire/,2019-01-04,2018-06-09,POINT (-122.58218 39.64978),1985,87.33333333333331,,Glenn,2018-06-09,,,0.006666666666666667,,,,,,,55.33333333333334,,,,,
967,Marin,12,-122.5275,37.97638,https://www.fire.ca.gov/incidents/2018/6/9/mission-fire/,2019-01-04,2018-06-09,POINT (-122.5275 37.97638),1985,70.0,,Marin,2018-06-09,0.245,,0.0,86.0,69.5,682.0,0.0,,,55.5,68.0,45.0,,0.0,
968,Los Angeles,175,-122.5275,37.97638,https://www.fire.ca.gov/incidents/2018/6/9/south-fire/,2019-01-04,2018-06-09,POINT (-122.5275 37.97638),1985,82.14285714285714,,Los Angeles,2018-06-09,0.265,,0.0,80.25,70.83333333333333,724.2857142857142,0.0,,,56.14285714285714,68.5,42.75,,0.0,
969,Monterey,96,-121.11936,35.9352,https://www.fire.ca.gov/incidents/2018/6/9/sam-fire/,2019-01-04,2018-06-09,POINT (-121.11936 35.9352),1985,70.0909090909091,,Monterey,2018-06-09,0.19666666666666668,,0.003636363636363637,95.875,66.25,571.625,0.0,,,49.18181818181818,64.5,55.5,,0.0,
970,San Benito,215,-120.862579,36.37532,https://www.fire.ca.gov/incidents/2018/6/12/beaver-fire/,2019-01-04,2018-06-12,POINT (-120.862579 36.37532),1988,92.0,,San Benito,2018-06-12,0.28500000000000003,,0.006666666666666667,83.5,75.0,750.0,0.0,,,51.0,69.5,27.0,,0.0,
971,San Luis Obispo,60,-120.670311,35.663607,https://www.fire.ca.gov/incidents/2018/6/13/vista-fire/,2019-01-04,2018-06-13,POINT (-120.670311 35.663607),1989,79.0,,San Luis Obispo,2018-06-13,0.2325,,0.002857142857142857,93.0,69.25,701.0,0.0,,,49.0,66.75,45.5,,0.0,
972,Orange,155,-117.746625,33.787838,https://www.fire.ca.gov/incidents/2018/6/11/santiago-fire/,2019-01-04,2018-06-11,POINT (-117.746625 33.787838),1987,82.0,,Orange,2018-06-11,0.25,,0.0,87.0,71.0,741.0,0.0,,,56.0,69.0,43.0,,0.0,
973,Riverside,154,-117.654299,33.925862,https://www.fire.ca.gov/incidents/2018/6/12/euclid-fire/,2019-01-04,2018-06-12,POINT (-117.654299 33.925862),1988,99.76923076923076,,Riverside,2018-06-12,0.3,,0.0018181818181818184,69.0,78.44444444444444,703.1111111111112,0.0,,,66.15384615384616,74.1111111111111,18.5,72.0,0.0,
974,Los Angeles,20,-118.42788600000002,34.110516,https://www.fire.ca.gov/incidents/2018/6/12/portola-fire/,2019-01-04,2018-06-12,POINT (-118.427886 34.110516),1988,85.71428571428571,,Los Angeles,2018-06-12,0.25833333333333336,,0.0,83.5,71.83333333333333,722.2857142857142,0.0,,,58.57142857142857,69.33333333333333,41.16666666666666,,0.0,
975,Tehama,70,-122.135924,40.394073,https://www.fire.ca.gov/incidents/2018/6/13/spring-fire/,2019-01-04,2018-06-13,POINT (-122.135924 40.394073),1989,86.33333333333331,,Tehama,2018-06-13,0.3,,0.013333333333333334,79.0,72.0,721.0,,,,53.66666666666666,69.0,27.0,,,
976,Riverside,20,-116.821724,33.524412,https://www.fire.ca.gov/incidents/2018/6/14/bridle-fire/,2019-01-04,2018-06-14,POINT (-116.821724 33.524412),1990,99.3846153846154,,Riverside,2018-06-14,0.31833333333333336,,0.0,62.16666666666666,81.14285714285714,674.1111111111112,0.0,,,66.53846153846153,77.14285714285714,13.666666666666664,69.0,0.0,
977,Butte,20,-121.617698,39.60270300000001,https://www.fire.ca.gov/incidents/2018/6/14/70-fire/,2019-01-04,2018-06-14,POINT (-121.617698 39.60270300000001),1990,89.0,,Butte,2018-06-14,0.25,0.44,0.0,90.0,81.0,736.0,0.0,,,60.0,75.0,35.0,,0.0,
978,San Luis Obispo,60,-120.624135,35.58354,https://www.fire.ca.gov/incidents/2018/6/14/creston-fire/,2019-01-04,2018-06-14,POINT (-120.624135 35.58354),1990,77.14285714285714,,San Luis Obispo,2018-06-14,0.21,,0.004285714285714286,97.25,69.5,683.75,0.0,,,50.14285714285714,67.25,53.75,,0.0,
979,Lassen,646,-120.36403,40.3768,https://www.fire.ca.gov/incidents/2018/6/14/tumbleweed-fire/,2019-01-04,2018-06-14,POINT (-120.36403 40.3768),1990,89.0,,Lassen,2018-06-14,0.29,,0.0033333333333333327,77.0,77.0,732.0,0.0,,,45.0,66.0,17.0,,0.0,
980,Merced,4564,-120.34207,37.39339,https://www.fire.ca.gov/incidents/2018/6/15/planada-fire/,2019-01-04,2018-06-15,POINT (-120.34207 37.39339),1991,87.66666666666669,,Merced,2018-06-15,0.28,,0.0,76.66666666666667,74.0,724.0,0.0,,,52.0,70.0,27.0,,0.0,
981,Madera,60,-119.91223,37.14663,https://www.fire.ca.gov/incidents/2018/6/15/raymond-fire/,2019-01-04,2018-06-15,POINT (-119.91223 37.14663),1991,93.0,,Madera,2018-06-15,,,0.0,,,,,,,60.0,,,,,
982,Mariposa,53,-119.84299,37.47677,https://www.fire.ca.gov/incidents/2018/6/15/boyer-fire/,2019-01-04,2018-06-15,POINT (-119.84299 37.47677),1991,71.0,,Mariposa,2018-06-15,,,0.0,,,,,,,44.0,,,,,
983,Butte,40,-121.521111,39.549167,https://www.fire.ca.gov/incidents/2018/6/16/oregon-fire/,2019-01-04,2018-06-16,POINT (-121.521111 39.549167),1992,83.0,,Butte,2018-06-16,0.25,0.39,0.0,96.0,79.0,711.0,0.0,,,55.0,75.0,36.0,,0.0,
984,Lake,32,-122.476381,38.886518,https://www.fire.ca.gov/incidents/2018/6/16/creek-fire/,2019-01-04,2018-06-16,POINT (-122.476381 38.886518),1992,81.66666666666667,,Lake,2018-06-16,0.24,,0.0033333333333333327,84.0,,724.0,,,,52.0,,,,,
985,Contra Costa,25,-121.998967,38.015323,https://www.fire.ca.gov/incidents/2018/6/16/willow-fire/,2019-01-04,2018-06-16,POINT (-121.998967 38.015323),1992,76.4,,Contra Costa,2018-06-16,0.24,,0.034,88.33333333333331,73.0,738.0,0.0,,,52.0,66.66666666666667,52.33333333333334,,0.0,
986,Amador,17,-120.892404,38.265645,https://www.fire.ca.gov/incidents/2018/6/17/china-fire/,2019-01-04,2018-06-17,POINT (-120.892404 38.265645),1993,75.0,,Amador,2018-06-17,0.19,,0.0,100.0,73.0,613.0,0.0,,,44.0,71.0,37.0,,0.0,
988,Alameda,20,-121.806775,37.627119,https://www.fire.ca.gov/incidents/2018/6/17/vallecitos-fire/,2019-01-04,2018-06-17,POINT (-121.806775 37.627119),1993,74.5,,Alameda,2018-06-17,0.215,,0.0,80.5,69.5,635.0,0.0,,,54.75,67.0,50.5,,0.0,
989,Merced,185,-121.176354,37.05876,https://www.fire.ca.gov/incidents/2018/6/17/dinosaur-fire/,2019-01-04,2018-06-17,POINT (-121.176354 37.05876),1993,79.66666666666667,,Merced,2018-06-17,0.235,,0.0,84.66666666666667,72.66666666666667,695.0,0.0,,,47.33333333333334,68.0,36.66666666666666,,0.0,
990,Mariposa,115,-120.19916200000002,37.707234,https://www.fire.ca.gov/incidents/2018/6/18/wheeler-fire/,2019-01-04,2018-06-18,POINT (-120.199162 37.707234),1994,74.0,,Mariposa,2018-06-18,,,0.0,,,,,,,46.0,,,,,
991,Contra Costa,40,-121.908976,37.779209,https://www.fire.ca.gov/incidents/2018/6/19/iron-fire/,2019-01-04,2018-06-19,POINT (-121.908976 37.779209),1995,83.6,,Contra Costa,2018-06-19,0.25,,0.02,93.0,73.33333333333333,725.6666666666665,0.0,,,54.0,67.0,42.66666666666666,,0.0,
992,Monterey,10,-120.57833,35.77017,https://www.fire.ca.gov/incidents/2018/6/19/ranchita-fire/,2019-01-04,2018-06-19,POINT (-120.57833 35.77017),1995,70.9090909090909,,Monterey,2018-06-19,0.19166666666666665,,0.002727272727272727,97.0,68.125,584.75,0.0,,,51.45454545454545,65.875,68.0,,0.0,
993,San Luis Obispo,1500,-120.75593,35.73629000000001,https://www.fire.ca.gov/incidents/2018/6/20/yankee-fire/,2019-01-04,2018-06-20,POINT (-120.75593 35.73629),1996,83.42857142857143,,San Luis Obispo,2018-06-20,0.2175,,0.002857142857142857,96.25,68.5,688.25,0.0,,,52.0,66.75,54.0,,0.0,
994,San Luis Obispo,10,-120.39295,35.05747,https://www.fire.ca.gov/incidents/2018/6/21/creek-fire/,2019-01-04,2018-06-21,POINT (-120.39295 35.05747),1997,81.28571428571429,,San Luis Obispo,2018-06-21,0.22,,0.0014285714285714286,95.75,69.0,680.0,0.0,,,51.28571428571429,67.0,48.75,,0.0,
995,Shasta,328,-122.17457,40.52909,https://www.fire.ca.gov/incidents/2018/6/23/bascom-fire/,2019-01-04,2018-06-23,POINT (-122.17457 40.52909),1999,92.6,,Shasta,2018-06-23,0.325,0.29,0.004,48.5,73.0,784.5,0.0,,,59.2,69.5,13.5,,0.0,
996,Tehama,3716,-121.77867,40.35068,https://www.fire.ca.gov/incidents/2018/6/23/lane-fire/,2019-01-04,2018-06-23,POINT (-121.77867 40.35068),1999,90.66666666666669,,Tehama,2018-06-23,0.46,,0.0,30.0,73.0,761.0,,,,59.33333333333334,72.0,15.0,,,
997,Tehama,170,-122.19792,40.12791,https://www.fire.ca.gov/incidents/2018/6/23/sierra-fire/,2019-01-04,2018-06-23,POINT (-122.19792 40.12791),1999,90.66666666666669,,Tehama,2018-06-23,0.46,,0.0,30.0,73.0,761.0,,,,59.33333333333334,72.0,15.0,,,
998,Tehama,268,-122.27573999999998,40.18395,https://www.fire.ca.gov/incidents/2018/6/23/stoll-fire/,2019-01-04,2018-06-23,POINT (-122.27574 40.18395),1999,90.66666666666669,,Tehama,2018-06-23,0.46,,0.0,30.0,73.0,761.0,,,,59.33333333333334,72.0,15.0,,,
999,Lake,15185,-122.59848,39.0674,https://www.fire.ca.gov/incidents/2018/6/23/pawnee-fire/,2019-01-04,2018-06-23,POINT (-122.59848 39.0674),1999,95.0,,Lake,2018-06-23,0.31,,0.0,73.66666666666667,,730.0,,,,53.0,,,,,
1000,Los Angeles,62,-118.75495,34.53765,https://www.fire.ca.gov/incidents/2018/6/23/canyon-fire/,2019-01-04,2018-06-23,POINT (-118.75495 34.53765),1999,78.28571428571429,,Los Angeles,2018-06-23,0.21285714285714288,,0.0,83.85714285714286,73.71428571428571,590.7142857142858,0.0,,,60.28571428571429,72.0,52.714285714285715,,0.0,
1001,Colusa,75,-122.512012,39.2976,https://www.fire.ca.gov/incidents/2018/7/4/stony-fire/,2019-01-04,2018-07-04,POINT (-122.512012 39.2976),2010,87.5,,Colusa,2018-07-04,0.24,,0.0,87.0,,711.0,,,,59.0,,,,,
1002,Kern,95,-118.72905,35.1234,https://www.fire.ca.gov/incidents/2018/6/29/sheep-fire/,2019-01-04,2018-06-29,POINT (-118.72905 35.1234),2005,92.28571428571428,,Kern,2018-06-29,0.29750000000000004,,0.0,65.5,82.6,732.8,0.0,,,61.714285714285715,79.0,25.5,,0.0,
1003,Shasta,1678,-122.42308,40.50318,https://www.fire.ca.gov/incidents/2018/6/24/creek-fire/,2019-01-04,2018-06-24,POINT (-122.42308 40.50318),2000,96.0,,Shasta,2018-06-24,0.325,0.28,0.0,67.5,73.5,776.5,0.0,,,58.0,70.0,14.0,,0.0,
1004,Tuolumne,163,-120.30187,37.80785,https://www.fire.ca.gov/incidents/2018/6/24/flat-fire/,2019-01-04,2018-06-24,POINT (-120.30187 37.80785),2000,86.0,,Tuolumne,2018-06-24,,,0.0,,,,,,,54.0,,,,,
1005,Calaveras,80,-120.68902,37.95766,https://www.fire.ca.gov/incidents/2018/6/24/horse-fire/,2019-01-04,2018-06-24,POINT (-120.68902 37.95766),2000,97.0,,Calaveras,2018-06-24,,,0.0,74.0,,,,,,60.0,,,,,
1006,Merced,68,-121.09354,37.08529,https://www.fire.ca.gov/incidents/2018/6/24/romero-fire/,2019-01-04,2018-06-24,POINT (-121.09354 37.08529),2000,95.66666666666669,,Merced,2018-06-24,0.30000000000000004,,0.0,81.66666666666667,82.0,701.6666666666665,0.0,,,58.33333333333334,75.5,28.0,,0.0,
1007,Mendocino,90,-123.38493,39.038859,https://www.fire.ca.gov/incidents/2018/7/5/peach-fire/,2019-01-04,2018-07-05,POINT (-123.38493 39.038859),2011,89.16666666666669,,Mendocino,2018-07-05,,,0.0,,74.0,723.5,,,,52.6,68.0,,,,
1008,San Joaquin,12300,-120.945482,38.052055,https://www.fire.ca.gov/incidents/2018/6/29/waverly-fire/,2019-01-04,2018-06-29,POINT (-120.945482 38.052055),2005,94.375,,San Joaquin,2018-06-29,0.28,,0.0025,100.0,65.0,683.25,0.0,,,55.0,64.0,29.0,,0.0,
1009,Butte,10,-121.954098,39.6139,https://www.fire.ca.gov/incidents/2018/6/29/llano-fire/,2019-01-04,2018-06-29,POINT (-121.954098 39.6139),2005,95.0,,Butte,2018-06-29,0.29,0.35,0.0,91.0,78.0,730.0,0.0,,,61.0,74.0,21.0,,0.0,
1010,Trinity,300,-122.9144,40.60402,https://www.fire.ca.gov/incidents/2018/6/28/flat-fire/,2019-01-04,2018-06-28,POINT (-122.9144 40.60402),2004,90.0,,Trinity,2018-06-28,,,0.01,,,,,,,52.0,,,,,
1011,Monterey,375,-120.86256000000002,35.95515,https://www.fire.ca.gov/incidents/2018/6/26/san-ardo/,2019-06-21,2018-06-26,POINT (-120.86256 35.95515),2002,71.54545454545455,,Monterey,2018-06-26,0.20333333333333334,,0.002727272727272727,98.25,68.75,590.875,0.0,,,52.0,66.375,64.25,,0.0,
1012,Madera,4064,-119.118,37.571,https://www.fire.ca.gov/incidents/2018/6/11/lions-fire/,2019-01-04,2018-06-11,POINT (-119.118 37.571),1987,88.0,,Madera,2018-06-11,,,0.0,,,,,,,57.0,,,,,
1013,Fresno,76,-119.304499,36.696879,https://www.fire.ca.gov/incidents/2018/6/27/anchor-fire/,2019-01-04,2018-06-27,POINT (-119.304499 36.696879),2003,96.78571428571428,,Fresno,2018-06-27,0.315,,0.0014285714285714286,58.88888888888889,78.75,766.125,0.0,,,58.75,74.625,16.25,,0.0,
1014,Butte,347,-121.78208,39.59872,https://www.fire.ca.gov/incidents/2018/6/26/shippee-fire/,2019-01-04,2018-06-26,POINT (-121.78208 39.59872),2002,91.0,,Butte,2018-06-26,0.25,0.31,0.0,96.0,80.0,730.0,0.0,,,58.0,76.0,31.0,,0.0,
1015,San Luis Obispo,260,-120.71488,35.33916,https://www.fire.ca.gov/incidents/2018/6/26/fox-fire/,2019-01-04,2018-06-26,POINT (-120.71488 35.33916),2002,75.42857142857143,,San Luis Obispo,2018-06-26,0.195,,0.0014285714285714286,98.25,69.75,630.25,0.0,,,53.57142857142857,67.75,55.0,,0.0,
1016,Lassen,441,-120.45053,40.316137,https://www.fire.ca.gov/incidents/2018/6/27/hyatt-fire/,2019-01-04,2018-06-27,POINT (-120.45053 40.316137),2003,91.0,,Lassen,2018-06-27,0.32,,0.0033333333333333327,59.0,79.0,755.0,0.0,,,44.0,68.0,11.0,,0.0,
1017,Siskiyou,63,-122.99272,41.83359,https://www.fire.ca.gov/incidents/2018/6/27/cherry-fire/,2019-01-04,2018-06-27,POINT (-122.99272 41.83359),2003,83.0,,Siskiyou,2018-06-27,0.27,,0.012,96.0,69.0,680.0,0.0,,,45.8,66.0,37.0,,0.0,
1018,Butte,191,-121.637759,39.491737,https://www.fire.ca.gov/incidents/2018/7/4/par-fire/,2019-01-04,2018-07-04,POINT (-121.637759 39.491737),2010,81.0,,Butte,2018-07-04,0.25,0.36,0.0,92.0,78.0,715.0,0.0,,,57.0,76.0,37.0,,0.0,
1019,Sacramento,30,-121.17693,38.595865,https://www.fire.ca.gov/incidents/2018/6/29/grant-fire/,2019-01-04,2018-06-29,POINT (-121.17693 38.595865),2005,95.66666666666669,,Sacramento,2018-06-29,0.28250000000000003,,0.0033333333333333327,79.0,84.5,724.4,0.0,,,58.66666666666666,73.5,21.5,,0.0,
1020,Contra Costa,268,-121.9921,37.94714000000001,https://www.fire.ca.gov/incidents/2018/6/29/valley-fire/,2019-01-04,2018-06-29,POINT (-121.9921 37.94714),2005,88.6,,Contra Costa,2018-06-29,0.2833333333333334,,0.03,87.33333333333331,74.0,738.6666666666665,0.0,,,54.8,67.66666666666667,25.66666666666667,,0.0,
1021,Santa Clara,70,-121.67144,37.66074,https://www.fire.ca.gov/incidents/2018/6/29/tesla-fire/,2019-01-04,2018-06-29,POINT (-121.67144 37.66074),2005,83.33333333333333,,Santa Clara,2018-06-29,0.23,,0.0033333333333333327,94.0,70.0,618.0,0.0,,,53.0,64.0,40.0,,0.0,
1022,San Bernardino,33,-117.15381,34.17711,https://www.fire.ca.gov/incidents/2018/6/30/creek-fire/,2019-01-04,2018-06-30,POINT (-117.15381 34.17711),2006,97.375,,San Bernardino,2018-06-30,0.28,,0.01375,77.0,70.5,744.25,0.0,,,64.0,65.5,23.75,,0.0,
1023,Yolo,90288,-122.18183,38.80583,https://www.fire.ca.gov/incidents/2018/6/30/county-fire/,2019-01-04,2018-06-30,POINT (-122.18183 38.80583),2006,99.75,,Yolo,2018-06-30,0.36,0.57,0.00375,61.0,87.4,671.5,0.0,,,68.125,77.2,25.0,84.0,4.0,
1024,Riverside,63,-116.732032,33.56349,https://www.fire.ca.gov/incidents/2018/7/4/benton-fire/,2019-01-04,2018-07-04,POINT (-116.732032 33.56349),2010,98.30769230769229,,Riverside,2018-07-04,0.2842857142857143,,0.0,71.57142857142857,78.33333333333333,676.5555555555555,0.0,,,66.0,74.77777777777777,22.142857142857146,70.0,0.0,
1025,Tehama,33,-122.44008,40.00293,https://www.fire.ca.gov/incidents/2018/7/14/lariat-fire/,2019-01-04,2018-07-14,POINT (-122.44008 40.00293),2020,93.66666666666669,,Tehama,2018-07-14,0.28,,0.0,85.0,82.0,697.0,,,,59.33333333333334,74.0,34.0,,,
1026,Madera,12,-119.50461,37.22791,https://www.fire.ca.gov/incidents/2018/7/10/school-fire/,2019-01-04,2018-07-10,POINT (-119.50461 37.22790999999999),2016,96.5,,Madera,2018-07-10,,,0.0,,,,,,,63.0,,,,,
1027,Siskiyou,215,-123.051,41.085,https://www.fire.ca.gov/incidents/2018/7/1/petersburg-fire/,2019-01-04,2018-07-01,POINT (-123.051 41.085),2007,84.2,,Siskiyou,2018-07-01,0.27,,0.012,89.0,68.0,707.0,0.0,,,46.0,66.0,26.0,,0.0,
