Unnamed: 0,incident_county,incident_acres_burned,incident_longitude,incident_latitude,incident_url,incident_dateonly_extinguished,incident_dateonly_created,geometry,index,Air max,Bulb wet,County,Date,ETo,Evap,Precip,RH max,Soil max,Solar,Wind dir,Wx,dry,Air min,Soil min,RH min,obs,speed,type
0,Shasta,37,-122.309,40.774,https://www.fire.ca.gov/incidents/2017/10/31/bridge-fire/,2018-01-09,2017-10-31,POINT (-122.309 40.774),1764,70.0,,Shasta,2017-10-31,0.08,0.05,0.042,83.5,57.0,319.5,0.0,,,37.0,55.5,24.0,,0.0,
2,Inyo,406,-118.01651,36.602575,https://www.fire.ca.gov/incidents/2013/2/24/river-fire/,2013-02-28,2013-02-24,POINT (-118.01651 36.602575),54,56.8,,Inyo,2013-02-24,0.12,,0.024,45.66666666666666,43.0,425.0,,,,29.0,40.66666666666666,13.833333333333336,,11.0,
3,San Bernardino,30,-116.941311,34.288877,https://www.fire.ca.gov/incidents/2013/4/20/fawnskin-fire/,2013-04-22,2013-04-20,POINT (-116.941311 34.288877),109,80.25,,San Bernardino,2013-04-20,0.23,,0.00875,50.75,57.75,646.0,0.0,,,46.625,52.25,13.5,,0.0,
4,Madera,274,-119.635004,37.116295,https://www.fire.ca.gov/incidents/2013/4/30/gold-fire/,2013-05-01,2013-04-30,POINT (-119.635004 37.116295),119,82.0,,Madera,2013-04-30,,,0.0,,,,,,,58.0,,,,,
5,Tehama,6965,-121.595555,40.190062,https://www.fire.ca.gov/incidents/2013/5/1/panther-fire/,2013-05-09,2013-05-01,POINT (-121.595555 40.190062),120,71.5,,Tehama,2013-05-01,,,0.115,,,,,,,44.5,,,,,
6,Napa,75,-122.350844,38.441792,https://www.fire.ca.gov/incidents/2013/4/30/silverado-fire/,2013-05-01,2013-04-30,POINT (-122.350844 38.441792),119,83.0,,Napa,2013-04-30,0.26,,0.005,,66.0,648.5,0.0,,,47.5,62.5,,,0.0,
7,Sonoma,125,-122.655616,38.638828,https://www.fire.ca.gov/incidents/2013/5/1/yellow-fire/,2013-05-03,2013-05-01,POINT (-122.655616 38.638828),120,85.0,,Sonoma,2013-05-01,0.2466666666666667,,0.02875,77.66666666666667,64.75,655.75,0.0,,,45.375,61.5,10.333333333333334,,0.0,
8,Riverside,3166,-116.941311,34.288877,https://www.fire.ca.gov/incidents/2013/5/1/summit-fire/,2013-05-04,2013-05-01,POINT (-116.941311 34.288877),120,90.53846153846152,,Riverside,2013-05-01,0.2644444444444445,,0.0018181818181818184,73.1111111111111,71.33333333333333,636.1111111111112,0.0,,,58.92307692307693,67.8888888888889,12.0,,0.0,
9,San Benito,354,-120.937494,37.160346,https://www.fire.ca.gov/incidents/2013/5/3/tres-pinos-fire/,2013-05-03,2013-05-03,POINT (-120.937494 37.160346),122,90.33333333333331,,San Benito,2013-05-03,0.24,,0.0,71.0,67.0,647.0,0.0,,,47.66666666666666,64.0,15.0,,0.0,
10,Glenn,217,-122.560862,39.514139,https://www.fire.ca.gov/incidents/2013/5/1/306-fire/,2013-05-05,2013-05-01,POINT (-122.560862 39.514139),120,80.66666666666667,,Glenn,2013-05-01,,,0.016666666666666666,,,,,,,50.33333333333334,,,,,
11,San Bernardino,75,-117.4408,34.1834,https://www.fire.ca.gov/incidents/2013/5/13/lytle-fire/,2013-05-15,2013-05-13,POINT (-117.4408 34.1834),132,90.375,,San Bernardino,2013-05-13,0.27,,0.00625,53.75,67.0,660.75,0.0,,,57.125,61.5,15.0,,0.0,
12,Riverside,510,-116.855019,33.894055,https://www.fire.ca.gov/incidents/2013/5/4/gorgonio-fire/,2013-05-05,2013-05-04,POINT (-116.855019 33.894055),123,88.61538461538461,,Riverside,2013-05-04,0.27555555555555555,,0.0,60.875,70.22222222222223,650.5555555555555,0.0,,,54.46153846153846,66.66666666666667,14.875,,0.0,
13,Ventura,4346,-118.9411,34.7861,https://www.fire.ca.gov/incidents/2013/5/15/grand-fire/,2013-05-21,2013-05-15,POINT (-118.9411 34.7861),134,70.0,,Ventura,2013-05-15,0.185,,0.0,97.0,73.5,620.5,0.0,,,49.0,66.0,66.0,,0.0,
14,Riverside,40,-116.161201,33.655638,https://www.fire.ca.gov/incidents/2013/5/16/54-fire/,2013-05-17,2013-05-16,POINT (-116.161201 33.655638),135,88.30769230769229,,Riverside,2013-05-16,0.26555555555555554,,0.0,73.0,73.66666666666667,654.8888888888888,0.0,,,60.230769230769226,70.33333333333333,26.66666666666667,,0.0,
15,Los Angeles,712,-118.610044,34.49149,https://www.fire.ca.gov/incidents/2013/5/17/lake-fire/,2013-05-18,2013-05-17,POINT (-118.610044 34.49149),136,71.71428571428571,,Los Angeles,2013-05-17,0.16714285714285712,,0.002857142857142857,83.85714285714286,70.14285714285714,484.8571428571428,0.0,,,55.57142857142857,68.14285714285714,55.57142857142857,,0.0,
16,Madera,91,-119.7917,37.1927,https://www.fire.ca.gov/incidents/2013/5/19/lilly-2-fire/,2013-05-20,2013-05-19,POINT (-119.7917 37.1927),138,84.0,,Madera,2013-05-19,,,0.0,,,,,,,59.0,,,,,
17,San Luis Obispo,35,-120.91375,35.49864,https://www.fire.ca.gov/incidents/2013/5/20/cottontail-fire/,2013-05-20,2013-05-20,POINT (-120.91375 35.49864),139,85.42857142857143,,San Luis Obispo,2013-05-20,0.2375,,0.0,87.33333333333331,66.5,672.5,0.0,,,47.28571428571429,63.25,29.66666666666667,,0.0,
18,Riverside,25,-116.90721299999998,33.96201,https://www.fire.ca.gov/incidents/2013/5/20/cherry-fire/,2013-05-20,2013-05-20,POINT (-116.907213 33.96201),139,94.0,,Riverside,2013-05-20,0.2777777777777778,,0.0,68.25,73.66666666666667,651.8888888888888,0.0,,,59.92307692307693,70.33333333333333,13.25,,0.0,
19,Riverside,90,-116.6534,33.9582,https://www.fire.ca.gov/incidents/2013/5/21/water-fire/,2013-05-21,2013-05-21,POINT (-116.6534 33.9582),140,93.53846153846152,,Riverside,2013-05-21,0.2777777777777778,,0.0009090909090909092,66.375,74.44444444444444,654.4444444444445,0.0,,,58.69230769230769,70.44444444444444,18.125,,0.0,
20,San Joaquin,303,-120.90325,38.04993,https://www.fire.ca.gov/incidents/2013/5/30/shelton-fire/,2013-05-30,2013-05-30,POINT (-120.90325 38.04993),149,83.0,,San Joaquin,2013-05-30,0.27,,0.0,87.0,69.0,716.0,0.0,,,50.66666666666666,67.0,26.0,,0.0,
21,San Diego,100,-116.900368,32.56446500000001,https://www.fire.ca.gov/incidents/2013/5/22/border-fire/,2013-05-23,2013-05-22,POINT (-116.900368 32.56446500000001),141,74.85714285714286,,San Diego,2013-05-22,0.20666666666666667,,0.0,81.16666666666667,74.16666666666667,595.6666666666666,0.0,,,57.714285714285715,67.66666666666667,55.5,,0.0,
22,San Diego,2781,-116.52579,33.121109999999994,https://www.fire.ca.gov/incidents/2013/5/23/san-felipe-fire/,2013-05-26,2013-05-23,POINT (-116.52579 33.12110999999999),142,71.42857142857143,,San Diego,2013-05-23,0.21,,0.0,81.33333333333333,74.83333333333333,634.1666666666666,0.0,,,54.28571428571429,67.33333333333333,52.66666666666666,,0.0,
23,San Luis Obispo,50,-120.6368,35.5123,https://www.fire.ca.gov/incidents/2013/5/25/homestead-fire/,2013-05-25,2013-05-25,POINT (-120.6368 35.5123),144,65.28571428571429,,San Luis Obispo,2013-05-25,0.195,,0.0014285714285714286,93.0,64.25,671.5,0.0,,,38.42857142857143,61.0,50.25,,0.0,
24,Riverside,124,-117.187934,33.963591,https://www.fire.ca.gov/incidents/2013/5/25/smiley-fire/,2013-05-25,2013-05-25,POINT (-117.187934 33.963591),144,86.46153846153847,,Riverside,2013-05-25,0.27,,0.0,61.5,72.77777777777777,679.0,0.0,,,58.153846153846146,69.44444444444444,17.25,,0.0,
25,San Diego,1271,-116.5209,33.04458,https://www.fire.ca.gov/incidents/2013/5/26/general-fire/,2013-05-31,2013-05-26,POINT (-116.5209 33.04458),145,72.71428571428571,,San Diego,2013-05-26,0.21166666666666664,,0.0,89.0,75.66666666666667,639.5,0.0,,,52.85714285714285,67.5,53.0,,0.0,
26,Santa Barbara,1984,-119.82429,34.55048,https://www.fire.ca.gov/incidents/2013/5/27/white-fire/,2013-05-30,2013-05-27,POINT (-119.82429 34.55048),146,76.5,,Santa Barbara,2013-05-27,0.234,,0.00125,86.8,69.6,619.0,0.0,,,50.375,66.6,29.2,,0.0,
27,Los Angeles,149,-118.58688,34.419284000000005,https://www.fire.ca.gov/incidents/2013/5/28/magic-fire/,2013-05-29,2013-05-28,POINT (-118.58688 34.419284),147,76.57142857142857,,Los Angeles,2013-05-28,0.2157142857142857,,0.0,81.85714285714286,70.57142857142857,567.1428571428571,0.0,,,57.28571428571429,67.71428571428571,48.0,,0.0,
28,Santa Barbara,170,-120.074655,34.611824,https://www.fire.ca.gov/incidents/2013/5/28/olive-fire/,2013-05-29,2013-05-28,POINT (-120.074655 34.611824),147,76.375,,Santa Barbara,2013-05-28,0.24,,0.005,84.6,69.8,646.4,0.0,,,52.25,66.8,41.8,,0.0,
29,San Luis Obispo,500,-120.05131000000002,35.15832,https://www.fire.ca.gov/incidents/2013/6/1/branch-fire/,2013-06-03,2013-06-01,POINT (-120.05131 35.15832),151,89.14285714285714,,San Luis Obispo,2013-06-01,0.23,,0.008571428571428572,85.33333333333333,67.75,646.0,0.0,,,49.57142857142857,64.0,37.333333333333336,,0.0,
30,Tuolumne,100,-120.33313,37.91529,https://www.fire.ca.gov/incidents/2013/6/2/murphy-fire/,2013-06-02,2013-06-02,POINT (-120.33313 37.91529),152,79.5,,Tuolumne,2013-06-02,,,0.01,,,,,,,49.5,,,,,
31,Butte,298,-121.576804,39.434183,https://www.fire.ca.gov/incidents/2013/6/3/lone-fire/,2013-06-03,2013-06-03,POINT (-121.576804 39.434183),153,99.0,,Butte,2013-06-03,0.27,0.34,0.0,88.0,76.0,707.0,0.0,,,57.0,72.0,28.0,,0.0,
32,Riverside,0,-116.84137,33.99647,https://www.fire.ca.gov/incidents/2013/6/9/hathaway-fire/,2013-06-09,2013-06-09,POINT (-116.84137 33.99647),159,93.92307692307692,,Riverside,2013-06-09,0.25111111111111106,,0.0,80.66666666666667,77.8888888888889,631.5555555555555,0.0,,,63.46153846153846,74.8888888888889,25.555555555555557,61.0,0.0,
33,Solano,28,-122.0437,38.4229,https://www.fire.ca.gov/incidents/2013/6/10/sonoma-lake-napa-unit-lightning-fires/,2013-06-14,2013-06-10,POINT (-122.0437 38.4229),160,69.25,,Solano,2013-06-10,0.2,,0.0,82.33333333333333,72.0,532.0,0.0,,,55.0,69.0,57.0,,0.0,
34,Merced,124,-121.006939,37.03776,https://www.fire.ca.gov/incidents/2013/6/4/152-fire/,2013-06-05,2013-06-04,POINT (-121.006939 37.03776),154,87.0,,Merced,2013-06-04,0.26,,0.0,80.0,75.66666666666667,649.3333333333334,0.0,,,54.66666666666666,71.0,34.0,,0.0,
35,Lake,30,-122.703193,38.99233,https://www.fire.ca.gov/incidents/2013/6/5/lake-fire/,2013-06-06,2013-06-05,POINT (-122.703193 38.99233),155,79.0,,Lake,2013-06-05,,,0.04,,,,,,,50.0,,,,,
36,Los Angeles,30274,-118.423176,34.585595,https://www.fire.ca.gov/incidents/2013/5/30/powerhouse-fire/,2013-06-08,2013-05-30,POINT (-118.423176 34.585595),149,80.14285714285714,,Los Angeles,2013-05-30,0.2357142857142857,,0.0,79.83333333333333,71.14285714285714,641.0,0.0,,,55.42857142857143,67.85714285714286,49.33333333333334,,0.0,
37,Alameda,240,-121.73721299999998,37.775057,https://www.fire.ca.gov/incidents/2013/6/8/vasco-fire/,2013-06-08,2013-06-08,POINT (-121.737213 37.775057),158,93.5,,Alameda,2013-06-08,0.26,,0.0,78.5,76.5,671.0,0.0,,,60.5,72.0,31.5,,0.0,
38,Riverside,42,-117.1265,33.969359999999995,https://www.fire.ca.gov/incidents/2013/6/8/viper-fire/,2013-06-08,2013-06-08,POINT (-117.1265 33.96935999999999),158,94.76923076923076,,Riverside,2013-06-08,0.2733333333333333,,0.0,72.8888888888889,78.0,667.8888888888888,0.0,,,64.30769230769229,74.44444444444444,30.88888888888889,65.0,0.0,
40,Amador,96,-120.966016,38.27783,https://www.fire.ca.gov/incidents/2013/6/12/roadrunner-fire/,2013-06-13,2013-06-12,POINT (-120.966016 38.27783),162,82.0,,Amador,2013-06-12,0.25,,0.0,84.0,75.0,717.0,0.0,,,51.0,70.0,13.0,,0.0,
41,Madera,75,-119.75636000000002,37.169379,https://www.fire.ca.gov/incidents/2013/6/12/revis-fire/,2013-06-14,2013-06-12,POINT (-119.75636 37.169379),162,98.0,,Madera,2013-06-12,,,0.0,,,,,,,64.0,,,,,
42,Fresno,108,-119.62838899999998,36.772425,https://www.fire.ca.gov/incidents/2013/6/13/clinton-fire/,2013-06-13,2013-06-13,POINT (-119.628389 36.772425),163,87.125,,Fresno,2013-06-13,0.30875,,0.0,56.125,76.0,740.5,0.0,,,54.125,71.25,16.625,,0.0,
45,Fresno,35,-119.558244,36.763367,https://www.fire.ca.gov/incidents/2013/6/13/michelle-fire/,2013-06-13,2013-06-13,POINT (-119.558244 36.763367),163,87.125,,Fresno,2013-06-13,0.30875,,0.0,56.125,76.0,740.5,0.0,,,54.125,71.25,16.625,,0.0,
43,Mariposa,1708,-119.91071,37.58202,https://www.fire.ca.gov/incidents/2013/6/16/carstens-fire/,2013-06-26,2013-06-16,POINT (-119.91071 37.58202),166,73.0,,Mariposa,2013-06-16,,,0.08,,,,,,,43.0,,,,,
44,Placer,237,-121.380862,38.729297,https://www.fire.ca.gov/incidents/2013/6/13/pfe-fire/,2013-06-13,2013-06-13,POINT (-121.380862 38.729297),163,83.33333333333333,,Placer,2013-06-13,0.25,,0.006666666666666667,73.0,74.0,714.0,0.0,,,54.66666666666666,68.0,20.0,,0.0,
46,Riverside,40,-117.302057,34.001745,https://www.fire.ca.gov/incidents/2013/6/14/palmyrita-fire/,2013-06-15,2013-06-14,POINT (-117.302057 34.001745),164,95.23076923076924,,Riverside,2013-06-14,0.27777777777777785,,0.0009090909090909092,69.33333333333333,77.66666666666667,675.6666666666666,0.0,,,62.384615384615394,73.66666666666667,22.0,57.0,0.0,
47,Madera,482,-119.78106,37.015575,https://www.fire.ca.gov/incidents/2013/6/16/rolling-fire/,2013-06-18,2013-06-16,POINT (-119.78106 37.015575),166,90.0,,Madera,2013-06-16,,,0.0,,,,,,,59.0,,,,,
48,Solano,124,-122.13802,38.08744,https://www.fire.ca.gov/incidents/2013/6/18/california-fire/,2013-06-18,2013-06-18,POINT (-122.13802 38.08744),168,77.25,,Solano,2013-06-18,0.29000000000000004,,0.0,83.0,71.33333333333333,715.3333333333335,0.0,,,53.25,68.66666666666667,31.33333333333333,,0.0,
49,Fresno,46,-119.463757,37.03087,https://www.fire.ca.gov/incidents/2013/6/17/sierra-fire/,2013-06-19,2013-06-17,POINT (-119.463757 37.03087),167,91.0,,Fresno,2013-06-17,0.3225,,0.0,59.375,75.375,718.5,0.0,,,56.75,70.75,19.0,,0.0,
50,Fresno,150,-119.2248,36.7218,https://www.fire.ca.gov/incidents/2013/6/25/george-fire/,2013-06-25,2013-06-25,POINT (-119.2248 36.7218),175,90.25,,Fresno,2013-06-25,0.26125,,0.00125,78.75,76.25,641.875,0.0,,,65.125,71.5,36.5,,0.0,
51,Lake,25,-122.81796,38.98058,https://www.fire.ca.gov/incidents/2013/6/20/mount-fire/,2013-06-20,2013-06-20,POINT (-122.81796 38.98058),170,87.0,,Lake,2013-06-20,,,0.0,,,,,,,52.0,,,,,
52,San Bernardino,534,-117.048397,34.071556,https://www.fire.ca.gov/incidents/2013/6/28/mills-fire/,2013-07-01,2013-06-28,POINT (-117.048397 34.071556),178,102.25,,San Bernardino,2013-06-28,0.23,,0.0,79.0,74.5,666.0,0.0,,,67.875,69.75,37.0,,0.0,
53,Contra Costa,274,-121.74367,39.90465,https://www.fire.ca.gov/incidents/2013/7/1/concord-fire/,2013-07-01,2013-07-01,POINT (-121.74367 39.90465),181,94.0,,Contra Costa,2013-07-01,0.2833333333333334,,0.0,84.5,82.33333333333333,654.6666666666666,0.0,,,60.8,75.66666666666667,28.0,,0.0,
55,Contra Costa,492,-121.91453,37.96866,https://www.fire.ca.gov/incidents/2013/7/1/kirker-fire/,2013-07-01,2013-07-01,POINT (-121.91453 37.96866),181,94.0,,Contra Costa,2013-07-01,0.2833333333333334,,0.0,84.5,82.33333333333333,654.6666666666666,0.0,,,60.8,75.66666666666667,28.0,,0.0,
54,Monterey,105,-120.8973,36.1531,https://www.fire.ca.gov/incidents/2013/6/29/freeman-fire/,2013-06-29,2013-06-29,POINT (-120.8973 36.1531),179,79.0909090909091,,Monterey,2013-06-29,0.2275,,0.00909090909090909,93.16666666666669,72.25,689.875,0.0,,,52.0,69.375,50.33333333333334,,0.0,
57,Modoc,502,-121.035,41.2415,https://www.fire.ca.gov/incidents/2013/7/3/fox-fire-formally-3-7-fire/,2013-07-05,2013-07-03,POINT (-121.035 41.2415),183,93.0,,Modoc,2013-07-03,0.26,,0.0,79.0,74.0,608.0,0.0,,,60.0,67.0,26.0,,0.0,
58,Tehama,200,-122.079871,40.012398,https://www.fire.ca.gov/incidents/2013/7/4/vina-fire/,2013-07-04,2013-07-04,POINT (-122.079871 40.012398),184,91.0,,Tehama,2013-07-04,,,0.0,,,,,,,58.0,,,,,
59,Alameda,50,-121.5869,37.7393,https://www.fire.ca.gov/incidents/2013/7/4/grant-fire/,2013-07-04,2013-07-04,POINT (-121.5869 37.7393),184,95.75,,Alameda,2013-07-04,0.265,,0.0,72.0,80.0,625.0,0.0,,,64.75,76.5,31.0,,0.0,
60,Alameda,38,-121.86216,37.74241,https://www.fire.ca.gov/incidents/2013/7/6/fallon-fire/,2013-07-06,2013-07-06,POINT (-121.86216 37.74241),186,79.25,,Alameda,2013-07-06,0.235,,0.0,88.0,77.5,676.5,0.0,,,55.0,73.5,45.5,,0.0,
61,San Diego,7055,-116.47381,32.95435,https://www.fire.ca.gov/incidents/2013/7/6/chariot-fire/,2013-07-15,2013-07-06,POINT (-116.47381 32.95435),186,80.71428571428571,,San Diego,2013-07-06,0.16833333333333333,,0.0,83.0,80.2,490.16666666666674,0.0,,,64.57142857142857,73.8,62.4,,0.0,
62,San Luis Obispo,85,-120.83417,35.62743,https://www.fire.ca.gov/incidents/2013/7/7/adelaida-fire/,2013-07-07,2013-07-07,POINT (-120.83417 35.62743),187,75.28571428571429,,San Luis Obispo,2013-07-07,0.19000000000000006,,0.0,93.0,72.0,595.5,0.0,,,50.57142857142857,68.75,50.25,,0.0,
63,Yuba,73,-121.31634,39.206,https://www.fire.ca.gov/incidents/2013/7/8/mcganney-fire/,2013-07-08,2013-07-08,POINT (-121.31634 39.206),188,94.5,,Yuba,2013-07-08,0.28,,0.0,65.0,82.0,707.0,0.0,,,63.5,75.0,20.0,,0.0,
64,Shasta,43,-122.7338,40.37300000000001,https://www.fire.ca.gov/incidents/2013/7/9/fiddler-fire/,2013-07-09,2013-07-09,POINT (-122.7338 40.373),189,91.2,,Shasta,2013-07-09,0.29,0.28,0.0,80.0,68.0,727.5,0.0,,,51.6,65.0,21.0,,0.0,
65,El Dorado,572,-120.298,38.774,https://www.fire.ca.gov/incidents/2013/7/8/kyburz-fire/,2013-07-11,2013-07-08,POINT (-120.298 38.774),188,89.66666666666669,,El Dorado,2013-07-08,0.305,,0.0,45.0,74.0,730.0,0.0,,,65.0,70.5,17.0,,0.0,
66,Santa Clara,50,-121.7804,37.1438,https://www.fire.ca.gov/incidents/2013/7/12/uvas-fire/,2013-07-12,2013-07-12,POINT (-121.7804 37.1438),192,81.33333333333333,,Santa Clara,2013-07-12,0.24,,0.0,100.0,67.0,670.0,0.0,,,53.0,65.0,37.0,,0.0,
67,Stanislaus,150,-121.1955,37.436,https://www.fire.ca.gov/incidents/2013/7/12/diablo-fire/,2013-07-13,2013-07-12,POINT (-121.1955 37.436),192,90.8,64.0,Stanislaus,2013-07-12,0.26,,0.0,88.33333333333331,75.66666666666667,687.6666666666665,0.0,,77.5,54.8,73.0,28.33333333333333,77.0,1.0,
68,Riverside,27531,-116.72885,33.7095,https://www.fire.ca.gov/incidents/2013/7/15/mountain-fire/,2013-07-30,2013-07-15,POINT (-116.72885 33.7095),195,101.92307692307692,,Riverside,2013-07-15,0.29666666666666663,,0.0,64.0,83.1111111111111,642.7777777777778,0.0,,,73.53846153846153,79.8888888888889,24.444444444444446,78.0,0.3,
69,Humboldt,0,-123.376,41.333,https://www.fire.ca.gov/incidents/2013/8/3/orleans-complex/,2013-08-03,2013-08-03,POINT (-123.376 41.333),214,85.25,,Humboldt,2013-08-03,,,0.0,,,,,,,54.0,,,,,
70,San Bernardino,75,-117.352,34.316,https://www.fire.ca.gov/incidents/2013/7/25/silverwood-fire/,2013-07-26,2013-07-25,POINT (-117.352 34.316),205,99.875,,San Bernardino,2013-07-25,0.2675,,0.0,60.0,74.5,578.75,0.0,,,70.375,71.25,22.75,,0.0,
71,San Diego,25,-116.707335,32.612773,https://www.fire.ca.gov/incidents/2013/7/28/flume-fire/,2013-07-28,2013-07-28,POINT (-116.707335 32.612773),208,79.0,,San Diego,2013-07-28,0.18333333333333332,,0.0,87.83333333333331,79.83333333333333,544.6666666666666,0.0,,,60.14285714285714,73.5,58.16666666666666,,0.0,
72,Fresno,22992,-119.318,37.279,https://www.fire.ca.gov/incidents/2013/7/22/aspen-fire/,2013-09-24,2013-07-22,POINT (-119.318 37.279),202,92.875,,Fresno,2013-07-22,0.225,,0.0025,61.0,79.625,458.125,0.0,,,71.75,76.875,31.0,,0.0,
73,Siskiyou,14754,-123.176,41.32,https://www.fire.ca.gov/incidents/2013/7/31/salmon-river-complex/,2013-08-31,2013-07-31,POINT (-123.176 41.32),211,87.4,,Siskiyou,2013-07-31,0.24,,0.022000000000000002,90.0,75.0,616.0,0.0,,,49.2,71.0,17.0,,0.0,
74,Butte,92,-121.50354,39.6612,https://www.fire.ca.gov/incidents/2013/8/1/branch-fire/,2013-08-04,2013-08-01,POINT (-121.50354 39.6612),212,84.0,,Butte,2013-08-01,0.19,0.37,0.0,100.0,76.0,655.0,0.0,,,53.0,72.0,64.0,,0.0,
75,Riverside,150,-117.164997,33.99012800000001,https://www.fire.ca.gov/incidents/2013/7/16/redlands-fire/,2013-07-17,2013-07-16,POINT (-117.164997 33.99012800000001),196,99.92307692307692,,Riverside,2013-07-16,0.28250000000000003,,0.0,58.375,82.22222222222223,611.3333333333334,0.0,,,70.61538461538461,79.33333333333333,20.5,68.0,0.0,
76,Riverside,60,-116.99895,33.910270000000004,https://www.fire.ca.gov/incidents/2013/8/4/relay-fire/,2013-08-04,2013-08-04,POINT (-116.99895 33.91027),215,99.69230769230771,,Riverside,2013-08-04,0.2533333333333333,,0.0,69.0,81.22222222222223,624.8888888888888,0.0,,,66.84615384615384,77.77777777777777,19.555555555555557,63.0,0.0,
77,Kern,612,-118.93388,34.90327,https://www.fire.ca.gov/incidents/2013/7/23/water-fire/,2013-07-25,2013-07-23,POINT (-118.93388 34.90327),203,96.85714285714286,,Kern,2013-07-23,0.2925,,0.0,57.0,85.4,641.0,0.0,,,69.57142857142857,81.4,21.0,,0.0,
78,Mendocino,45,-123.067671,38.980846,https://www.fire.ca.gov/incidents/2013/7/23/pratt-fire/,2013-07-23,2013-07-23,POINT (-123.067671 38.980846),203,90.0,,Mendocino,2013-07-23,0.21,,0.0,73.0,77.0,527.0,0.0,,,57.8,74.0,31.0,66.0,0.5,
79,Kern,712,-118.9194,34.882,https://www.fire.ca.gov/incidents/2013/7/19/rancho-fire/,2013-07-22,2013-07-19,POINT (-118.9194 34.882),199,96.85714285714286,,Kern,2013-07-19,0.275,,0.0,60.0,84.0,642.8,0.0,,,64.28571428571429,79.0,15.5,,0.0,
80,Tehama,195,-122.330879,39.961309,https://www.fire.ca.gov/incidents/2013/7/19/paskenta-fire/,2013-07-19,2013-07-19,POINT (-122.330879 39.961309),199,88.5,,Tehama,2013-07-19,,,0.0,,,,,,,51.0,,,,,
81,Sonoma,158,-122.51253,38.17693,https://www.fire.ca.gov/incidents/2013/7/26/lakeville-fire/,2013-07-26,2013-07-26,POINT (-122.51253 38.17693),206,78.875,,Sonoma,2013-07-26,0.17,,0.0,96.25,70.25,587.0,0.0,,,51.375,67.25,54.0,,0.0,
82,Sacramento,163,-121.08438,38.63987,https://www.fire.ca.gov/incidents/2013/7/19/50-fire/,2013-07-19,2013-07-19,POINT (-121.08438 38.63987),199,96.33333333333331,,Sacramento,2013-07-19,0.26,,0.0,76.0,80.5,671.0,0.0,,,58.33333333333334,75.5,21.0,,0.0,
83,Riverside,40,-117.2508,33.9634,https://www.fire.ca.gov/incidents/2013/7/19/heacock-fire/,2013-07-20,2013-07-19,POINT (-117.2508 33.9634),199,97.07692307692308,,Riverside,2013-07-19,0.22444444444444445,,0.0,76.5,82.1111111111111,527.8888888888888,0.0,,,73.38461538461539,78.66666666666667,35.875,66.0,0.0,
84,Riverside,15,-117.09306,33.94528,https://www.fire.ca.gov/incidents/2013/7/19/gilman-fire/,2013-07-19,2013-07-19,POINT (-117.09306 33.94528),199,97.07692307692308,,Riverside,2013-07-19,0.22444444444444445,,0.0,76.5,82.1111111111111,527.8888888888888,0.0,,,73.38461538461539,78.66666666666667,35.875,66.0,0.0,
85,Calaveras,31,-120.696362,37.965364,https://www.fire.ca.gov/incidents/2013/7/22/chuckwagon-fire/,2013-07-23,2013-07-22,POINT (-120.696362 37.965364),202,95.0,,Calaveras,2013-07-22,,,0.0,,,,,,,62.0,,,,,
86,Tuolumne,1070,-120.02778,38.25108,https://www.fire.ca.gov/incidents/2013/8/5/power-fire/,2013-08-14,2013-08-05,POINT (-120.02778 38.25108),216,91.0,,Tuolumne,2013-08-05,,,0.0,,,,,,,57.0,,,,,
87,Riverside,1383,-117.40288,33.62236,https://www.fire.ca.gov/incidents/2013/8/5/falls-fire/,2013-08-09,2013-08-05,POINT (-117.40288 33.62236),216,99.23076923076924,,Riverside,2013-08-05,0.24555555555555555,,0.0,67.14285714285714,81.77777777777777,592.6666666666666,0.0,,,67.76923076923077,78.1111111111111,23.285714285714285,68.0,0.0,
88,Riverside,60,-116.61,38.838,https://www.fire.ca.gov/incidents/2013/8/6/tram-fire/,2013-08-08,2013-08-06,POINT (-116.61 33.838),217,97.3846153846154,,Riverside,2013-08-06,0.2733333333333333,,0.0,68.8888888888889,80.77777777777777,611.4444444444445,0.0,,,66.46153846153847,77.55555555555556,21.444444444444443,62.0,0.0,
89,Lake,38,-122.5906,39.1591,https://www.fire.ca.gov/incidents/2013/8/7/indian-fire/,2013-08-07,2013-08-07,POINT (-122.5906 39.1591),218,92.0,,Lake,2013-08-07,,,0.0,,,,,,,55.0,,,,,
90,Riverside,20292,-116.90427,33.86157,https://www.fire.ca.gov/incidents/2013/8/7/silver-fire/,2013-08-12,2013-08-07,POINT (-116.90427 33.86157),218,98.46153846153848,,Riverside,2013-08-07,0.26555555555555554,,0.0,71.1111111111111,80.66666666666667,608.2222222222222,0.0,,,64.69230769230771,77.1111111111111,15.666666666666664,64.0,0.0,
91,Humboldt,12503,-123.488,41.035,https://www.fire.ca.gov/incidents/2013/8/10/corral-complex/,2013-08-12,2013-08-10,POINT (-123.488 41.035),221,85.25,,Humboldt,2013-08-10,,,0.0,,,,,,,54.0,,,,,
92,Siskiyou,50,-122.578393,41.923323,https://www.fire.ca.gov/incidents/2013/8/15/cottonwood-fire/,2013-08-15,2013-08-15,POINT (-122.578393 41.923323),226,89.2,,Siskiyou,2013-08-15,0.25,,0.014000000000000002,91.0,72.0,628.0,0.0,,,45.4,69.0,17.0,,0.0,
